Date,Ticker,Headline,Full_Text,Source,Sentiment,Weight
2026-05-28,SENSEX,"India's PMS industry sees Rs 25,088 crore net inflow in April; AUM touches Rs 42.2 lakh crore","New Delhi, May 28 (IANS) India’s portfolio management services (PMS) industry expanded to Rs 42.2 lakh crore in April 2026, up 2.1 per cent month-on month, indicating healthy investor participation entering FY27, a report said on Thursday. The report from Association of Portfolio Managers in India (APMI) said the client base stood at approximately 2.12 lakh accounts, with a 1.7 per cent adjustment during the month. A net inflow of Rs 25,088 crore was recorded in April, compared to a net outflow of Rs 648 crore in March, driven by a 27 per cent month-on-month expansion in inflows. Equity grew 13.8 per cent, plain debt expanded 0.8 per cent, and mutual funds increased 5.4 per cent in the portfolio, while derivatives experienced notable repositioning, the report said. Domestic investors accounted for 91 per cent of the client base and 95 per cent of total AUM. Foreign AUM expanded 7.8 per cent month-on month, while domestic AUM also recorded a healthy 1.8 per cent expansion, reflecting steady underlying allocations at the start of the fiscal year. Provident funds continued to anchor domestic assets at approximately 80 per cent of domestic AUM, while distributor additions continued into FY27, supporting broader PMS penetration. Listed equity assets grew 13.6 per cent month-on-month, reflecting sustained investor preference towards equity-oriented opportunities. In the unlisted space, equity assets surged 38.8 per cent, while unlisted debt grew sharply by 150.5 per cent, indicating rising interest in private market investments. Foreign AUM rose 7.8 per cent in April, while domestic AUM remained broadly stable. “Capital is no longer moving only towards traditional equity exposure, but increasingly towards specialised and diversified strategies across listed and unlisted markets. The PMS industry is gradually becoming a strategic portfolio allocation framework for sophisticated investors rather than a tactical investment avenue,” said Vikas Khemani, Board Member, APMI. BSE Sensex rose 6.9 per cent and the Nifty 50 gained 7.5 per cent month-on-month in April, while the BSE Midcap and BSE Smallcap indices advanced 13.8 per cent and 19.6 per cent, respectively. —IANS aar/pk",NewsData.io (thehawk_in),1.0,0.7408182206817179
2026-05-28,SENSEX,"Sensex & Nifty open lower, tracking weak cues from Asian markets - Newsonair","Sensex & Nifty open lower, tracking weak cues from Asian markets  Newsonair",GNews (Newsonair),-0.711179123878479,0.7408182206817179
2026-05-28,SENSEX,"NSE, BSE Closed Today for Bakri Id; Markets to Reopen Soon","The National Stock Exchange (NSE) and the Bombay Stock Exchange (BSE) are closed today, May 28, 2026, in observance of Bakri Id. Investors may find it noteworthy that trading is currently suspended across all major segments, including equities, equity derivatives, and currency derivatives. Both exchanges will remain non-operational for the day, aligning with the holiday [...] The post NSE, BSE Closed Today for Bakri Id; Markets to Reopen Soon appeared first on The CSR Journal .",NewsData.io (thecsrjournal),-0.5031122465896607,0.7408182206817179
2026-05-28,SENSEX,"NSE, BSE Closed Today for Bakri Id; Markets to Reopen Soon","The National Stock Exchange (NSE) and the Bombay Stock Exchange (BSE) are closed today, May 28, 2026, in observance of Bakri Id. Investors may find it noteworthy that trading is currently suspended across all major segments, including equities, equity derivatives, and currency derivatives. Both exchanges will remain non-operational for the day, aligning with the holiday [...] The post NSE, BSE Closed Today for Bakri Id; Markets to Reopen Soon appeared first on The CSR Journal .",NewsData.io (thecsrjournal),-0.5031122465896607,0.7408182206817179
2026-05-28,SENSEX,"NSE, BSE Closed Today for Bakri Id; Markets to Reopen Soon","The National Stock Exchange (NSE) and the Bombay Stock Exchange (BSE) are closed today, May 28, 2026, in observance of Bakri Id. Investors may find it noteworthy that trading is currently suspended across all major segments, including equities, equity derivatives, and currency derivatives. Both exchanges will remain non-operational for the day, aligning with the holiday [...] The post NSE, BSE Closed Today for Bakri Id; Markets to Reopen Soon appeared first on The CSR Journal .",NewsData.io (thecsrjournal),-0.5031122465896607,0.7408182206817179
2026-05-28,SENSEX,"RBI raises repo rate by 50 basis points to 4.90 percent, focusing on removing accommodation","BSE Sensex tumbled over 400 points and NSE Nifty slipped below 16,350. However, markets soon pared the sudden losses with the benchmarks trading 0.4 per cent lower.",NewsData.io (business2business_co_in),-0.701344083213806,0.7408182206817179
2026-05-28,SENSEX,Invesco India BSE Sensex Index Fund - Direct Plan Fund info - The Economic Times,Invesco India BSE Sensex Index Fund - Direct Plan Fund info  The Economic Times,GNews (The Economic Times),0.0,0.7408182206817179
2026-05-28,SENSEX,"Stock Market Holiday 2026: Are NSE, BSE closed today for Bakri Id? Check market closing dates list","The Indian stock market will remain shut on May 28 as both the National Stock Exchange of India and BSE Limited observe a trading holiday on account of Bakri Id. Earlier this month, exchanges were al…",NewsAPI (The Times of India),-0.41668330915451046,0.7408182206817179
2026-05-28,SENSEX,"Sensex down by 142 pts, Nifty ends flat - Newsonair","Sensex down by 142 pts, Nifty ends flat  Newsonair",GNews (Newsonair),-0.41372421716690055,0.7408182206817179
2026-05-27,SENSEX,"Sensex surges over 1,800 points, Nifty jumps over 2% - Newsonair","Sensex surges over 1,800 points, Nifty jumps over 2%  Newsonair",GNews (Newsonair),0.7381710555648804,0.5488116360940265
2026-05-27,SENSEX,"Top Business & Market Headlines Today — BL Morning Report, May 28, 2026","1. SC upholds retrospective levy of 28% GST on online gaming cos, laws enacted by Tamil Nadu, Karnataka
The Supreme Court on Wednesday upheld retrospective levy of 28 per cent GST on online gaming c…",NewsAPI (BusinessLine),0.22296000000000002,0.5488116360940265
2026-05-27,SENSEX,Adani Enterprises among 8 stocksthathit 52-week highs&ralliedup to 30% in a month​,"May 27, 2026, 06:20:34 PM IST
On Wednesday, the benchmark Sensex fell 141 points to close at 75,867. Despite the broader market weakness, eight stocks from the BSE 100 index scaled their 52-week hig…",NewsAPI (Economictimes.com),-0.749802220916748,0.5488116360940265
2026-05-27,SENSEX,Adani Enterprises among 8 stocksthathit 52-week highs&ralliedup to 30% in a month​,"May 27, 2026, 06:20:34 PM IST
On Wednesday, the benchmark Sensex fell 141 points to close at 75,867. Despite the broader market weakness, eight stocks from the BSE 100 index scaled their 52-week hig…",NewsAPI (Economictimes.com),-0.749802220916748,0.5488116360940265
2026-05-27,SENSEX,Adani Enterprises among 8 stocksthathit 52-week highs&ralliedup to 30% in a month​,"May 27, 2026, 06:20:34 PM IST
On Wednesday, the benchmark Sensex fell 141 points to close at 75,867. Despite the broader market weakness, eight stocks from the BSE 100 index scaled their 52-week hig…",NewsAPI (Economictimes.com),-0.749802220916748,0.5488116360940265
2026-05-27,SENSEX,Lord’s Mark Industries receives BSE listing approval under PPIRP,"Lord's Mark Industries Ltd has received stock exchange listing approval under the IBC scheme of PPIRP, becoming the first company in India to achieve this milestone. The development marks a significa…",NewsAPI (The Times of India),0.7327617732810974,0.5488116360940265
2026-05-27,SENSEX,"Quote of the day by Robert Shiller: ""After a stock market decline, people may perceive more risk than before when, in fact, the decline may have taken some of the risk out of the market.""","(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new…",NewsAPI (The Times of India),0.23976000000000003,0.5488116360940265
2026-05-27,SENSEX,"SBI Life collaborates with Datamatics to harness Agentic AI, redefining underwriting for smarter, future-ready risk assessment","MUMBAI, India, May 27, 2026 /PRNewswire/ -- Datamatics (BSE: 532528) (NSE: DATAMATICS), a global Digital Technologies, Operations, and Experiences company, today announced that SBI Life Insurance, on…",NewsAPI (PRNewswire),0.0,0.5488116360940265
2026-05-27,SENSEX,"Markets Up 0.3%: Sensex Rises 253 Points, Nifty Gains 76 - Newsonair","Markets Up 0.3%: Sensex Rises 253 Points, Nifty Gains 76  Newsonair",GNews (Newsonair),0.8011452622032165,0.5488116360940265
2026-05-27,SENSEX,"Sensex slips 142 points as HDFC Bank, ONGC drag; metal stocks limit losses","Equity benchmarks dipped after a flat opening on Wednesday as losses in HDFC Bank and ONGC offset gains in metal and energy shares, while investors remained cautious over the fragile US-Iran truce an…",NewsAPI (BusinessLine),-0.42874725893020627,0.5488116360940265
2026-05-27,SENSEX,"Sensex slips 142 points as HDFC Bank, ONGC drag; metal stocks limit losses","Equity benchmarks dipped after a flat opening on Wednesday as losses in HDFC Bank and ONGC offset gains in metal and energy shares, while investors remained cautious over the fragile US-Iran truce an…",NewsAPI (BusinessLine),-0.42874725893020627,0.5488116360940265
2026-05-27,SENSEX,"Sensex slips 142 points as HDFC Bank, ONGC drag; metal stocks limit losses","Equity benchmarks dipped after a flat opening on Wednesday as losses in HDFC Bank and ONGC offset gains in metal and energy shares, while investors remained cautious over the fragile US-Iran truce an…",NewsAPI (BusinessLine),-0.42874725893020627,0.5488116360940265
2026-05-27,SENSEX,Sensex today | Stock Market Highlights: Markets end lower amid cautious sentiment over fragile US-Iran truce,"<li></li>
May 27, 2026 16:02The live blog is now closed.
<li></li>
May 27, 2026 15:51Q4 results: One Point One Solutions Q4 profit rises to Rs 8.08 crore
One Point One Solutions posted standalone…",NewsAPI (BusinessLine),0.0,0.5488116360940265
2026-05-27,SENSEX,Sensex today | Stock Market Highlights: Markets end lower amid cautious sentiment over fragile US-Iran truce,"<li></li>
May 27, 2026 16:02The live blog is now closed.
<li></li>
May 27, 2026 15:51Q4 results: One Point One Solutions Q4 profit rises to Rs 8.08 crore
One Point One Solutions posted standalone…",NewsAPI (BusinessLine),0.0,0.5488116360940265
2026-05-27,SENSEX,Sensex today | Stock Market Highlights: Markets end lower amid cautious sentiment over fragile US-Iran truce,"<li></li>
May 27, 2026 16:02The live blog is now closed.
<li></li>
May 27, 2026 15:51Q4 results: One Point One Solutions Q4 profit rises to Rs 8.08 crore
One Point One Solutions posted standalone…",NewsAPI (BusinessLine),0.0,0.5488116360940265
2026-05-27,SENSEX,Sensex today | Stock Market Highlights: Markets end lower amid cautious sentiment over fragile US-Iran truce,"<li></li>
May 27, 2026 16:02The live blog is now closed.
<li></li>
May 27, 2026 15:51Q4 results: One Point One Solutions Q4 profit rises to Rs 8.08 crore
One Point One Solutions posted standalone…",NewsAPI (BusinessLine),0.0,0.5488116360940265
2026-05-27,SENSEX,The SENSEX Index Closes 0.19% Lower - TradingView,The SENSEX Index Closes 0.19% Lower  TradingView,GNews (TradingView),-0.6999701127052307,0.5488116360940265
2026-05-27,SENSEX,"Market Wrap: Sensex falls 142 points, Nifty closes above 23,900; HDFC Bank shares tumble 3%","Indian stock market closed in the red, with benchmark indices Sensex and Nifty falling up to 0.2% as Iran-US tensions simmered and rupee declined. Broader markets however showed resilience, ending th…",NewsAPI (The Times of India),-0.6382123773002624,0.5488116360940265
2026-05-27,SENSEX,"Market Wrap: Sensex falls 142 points, Nifty closes above 23,900; HDFC Bank shares tumble 3%","Indian stock market closed in the red, with benchmark indices Sensex and Nifty falling up to 0.2% as Iran-US tensions simmered and rupee declined. Broader markets however showed resilience, ending th…",NewsAPI (The Times of India),-0.6382123773002624,0.5488116360940265
2026-05-27,SENSEX,"Sensex, Nifty Slip After Hitting Record Highs; Broader Market Ends Mixed” | Akashvani News - Newsonair","Sensex, Nifty Slip After Hitting Record Highs; Broader Market Ends Mixed” | Akashvani News  Newsonair",GNews (Newsonair),-0.08107951616287229,0.5488116360940265
2026-05-27,SENSEX,bse 3.3.0,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe…",NewsAPI (Pypi.org),0.0,0.5488116360940265
2026-05-27,SENSEX,"Pushp Brand (India) Files IPO Papers With Sebi, Plans ₹800-1,000 Crore OFS Issue","Mumbai: Indore-based spice and food products maker Pushp Brand (India) has filed draft papers with market regulator Sebi to launch its initial public offering (IPO).
According to sources, the IPO si…",NewsAPI (Free Press Journal),0.0,0.5488116360940265
2026-05-27,SENSEX,"Coal India Ltd Slips 5.18%, BSE Energy index Shed 1.34% - Business Standard","Coal India Ltd Slips 5.18%, BSE Energy index Shed 1.34%  Business Standard",GNews (Business Standard),-0.4722821018409729,0.5488116360940265
2026-05-27,SENSEX,"Stock Market Holiday 2026: Are NSE, BSE closed tomorrow on May 28 for Bakri Id? Check market holidays here","Indian stock markets are set for a shortened trading week, with both the National Stock Exchange of India and BSE Limited scheduled to remain closed on Thursday, May 28, on account of Bakri Id. Earli…",NewsAPI (The Times of India),-0.5276579852294921,0.5488116360940265
2026-05-27,SENSEX,Stock markets trade lower amid volatile trends,Benchmark indices Sensex and Nifty drifted lower after rising in early trade on Wednesday amid volatile trends in the equity market as investors remained cautious due to geopolitical uncertainties an…,NewsAPI (BusinessLine),0.0,0.5488116360940265
2026-05-27,SENSEX,Stock markets trade lower amid volatile trends,Benchmark indices Sensex and Nifty drifted lower after rising in early trade on Wednesday amid volatile trends in the equity market as investors remained cautious due to geopolitical uncertainties an…,NewsAPI (BusinessLine),0.0,0.5488116360940265
2026-05-27,SENSEX,"Sensex falls 70 points, Nifty below 23,900 as US-Iran tensions simmer","Indian stock market opened in the red on Wednesday with Sensex and Nifty recording only marginal losses, as investors assessed the impact of US strikes on Iran on peace deal hopes, although broader m…",NewsAPI (The Times of India),-0.08634890665054318,0.5488116360940265
2026-05-27,SENSEX,"Stock Market Live Updates Today: BSE Sensex, Nifty50 open flat in trade on mixed global cues; Asian stocks rise","On 26th May 2026, the BSE Sensex closed at 76,009.70, declining by -479.26 points (-0.63%), as profit booking emerged after the recent sharp upside rally. The index opened lower by around 265 points …",NewsAPI (The Times of India),-0.46391171869277953,0.5488116360940265
2026-05-27,SENSEX,"Stock Market Live Updates Today: BSE Sensex, Nifty50 open flat in trade on mixed global cues; Asian stocks rise","On 26th May 2026, the BSE Sensex closed at 76,009.70, declining by -479.26 points (-0.63%), as profit booking emerged after the recent sharp upside rally. The index opened lower by around 265 points …",NewsAPI (The Times of India),-0.46391171869277953,0.5488116360940265
2026-05-27,SENSEX,Sensex today | Stock Market Live: Stock to buy today: IDFC First Bank (₹70.23),"Sensex Today, Nifty 50 | Stock Market Live Updates - Find here all the live updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 27th May 2026.
The Nifty Midcap 100 …",NewsAPI (BusinessLine),0.34076,0.5488116360940265
2026-05-27,SENSEX,Sensex today | Stock Market Live: Stock to buy today: IDFC First Bank (₹70.23),"Sensex Today, Nifty 50 | Stock Market Live Updates - Find here all the live updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 27th May 2026.
The Nifty Midcap 100 …",NewsAPI (BusinessLine),0.34076,0.5488116360940265
2026-05-26,SENSEX,"Sensex closes at 76,887, Nifty settles at 23,996 - Newsonair","Sensex closes at 76,887, Nifty settles at 23,996  Newsonair",GNews (Newsonair),0.16076000000000001,0.40656965974059917
2026-05-26,SENSEX,Stock Market: BSE Sensex climbed over 230 points & NSE Nifty rallied over 74 points - Newsonair,Stock Market: BSE Sensex climbed over 230 points & NSE Nifty rallied over 74 points  Newsonair,GNews (Newsonair),0.6841014649963378,0.40656965974059917
2026-05-26,SENSEX,"Nifty, Sensex tumble even as Mid-cap scales new peak","Markets were also volatile due to two successive settlement days of monthly contracts on the NSE and BSE
Broader markets stole the limelight on Tuesday even as benchmark indices faced headwinds. The…",NewsAPI (BusinessLine),-0.4434697053146362,0.40656965974059917
2026-05-26,SENSEX,"Nifty, Sensex tumble even as Mid-cap scales new peak","Markets were also volatile due to two successive settlement days of monthly contracts on the NSE and BSE
Broader markets stole the limelight on Tuesday even as benchmark indices faced headwinds. The…",NewsAPI (BusinessLine),-0.4434697053146362,0.40656965974059917
2026-05-26,SENSEX,"Nifty Midcap 100 hits all-time high at 62,365 as broader markets defy weak benchmarks","The Nifty Midcap 100 index closed at a record high on Tuesday, ending the session up 0.54 per cent at 62,299 after touching an intraday peak of 62,365 its highest level ever. The index gained for a t…",NewsAPI (BusinessLine),0.8225120615386963,0.40656965974059917
2026-05-26,SENSEX,Sensex And Nifty 50 Indices Ended Week In Negative Territory - fintechbiznews.com,Sensex And Nifty 50 Indices Ended Week In Negative Territory  fintechbiznews.com,GNews (fintechbiznews.com),-0.674205982685089,0.40656965974059917
2026-05-26,SENSEX,​Vodafone Idea among 6 midcap stocksthathit 52-week highs&ralliedup to 50% in a month,"On Tuesday, the benchmark Sensex declined by 479 points to settle at 76,009. However, defying the broader market weakness, six stocks from the BSE 150 Midcap index touched their 52-week highs, reachi…",NewsAPI (Economictimes.com),-0.7425148378372192,0.40656965974059917
2026-05-26,SENSEX,​Vodafone Idea among 6 midcap stocksthathit 52-week highs&ralliedup to 50% in a month,"On Tuesday, the benchmark Sensex declined by 479 points to settle at 76,009. However, defying the broader market weakness, six stocks from the BSE 150 Midcap index touched their 52-week highs, reachi…",NewsAPI (Economictimes.com),-0.7425148378372192,0.40656965974059917
2026-05-26,SENSEX,"Sensex today | Stock Market Highlights: Sensex falls 479 points, Nifty slips below 23,950 as rupee weakens","<li></li>
May 26, 2026 16:30The live blog is now closed.
<li></li>
May 26, 2026 16:28Q4 results live: IFB Industries Q4 net profit rises two-fold to 42.67cr
IFB Industries Q4 net profit rises two…",NewsAPI (BusinessLine),0.8404316035461425,0.40656965974059917
2026-05-26,SENSEX,"Sensex today | Stock Market Highlights: Sensex falls 479 points, Nifty slips below 23,950 as rupee weakens","<li></li>
May 26, 2026 16:30The live blog is now closed.
<li></li>
May 26, 2026 16:28Q4 results live: IFB Industries Q4 net profit rises two-fold to 42.67cr
IFB Industries Q4 net profit rises two…",NewsAPI (BusinessLine),0.8404316035461425,0.40656965974059917
2026-05-26,SENSEX,"Market Wrap: Sensex falls 479 points, Nifty below 23,950 as bank stocks falter; small, midcaps shine","Benchmark indices Sensex and Nifty ended the Tuesday session sharply lower, dragged by a fall in bank, oil and gas, and pharma stocks. Investor sentiment reversed from Monday after the U.S. carried o…",NewsAPI (The Times of India),-0.5514873009872436,0.40656965974059917
2026-05-26,SENSEX,"Union Bank to raise Rs 8,000 cr through debt, equity mix","(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new…",NewsAPI (The Times of India),0.23976000000000003,0.40656965974059917
2026-05-26,SENSEX,BSE Live | BSE India - Bombay Stock Exchange Today - The Economic Times,BSE Live | BSE India - Bombay Stock Exchange Today  The Economic Times,GNews (The Economic Times),0.0,0.40656965974059917
2026-05-25,SENSEX,"Sensex jumps 1,100 points: Why is stock market rising today? - India Today","Sensex jumps 1,100 points: Why is stock market rising today?  India Today",GNews (India Today),0.0,0.30119421191220214
2026-05-25,SENSEX,Sensex Today | Stock Market LIVE Updates: Nifty could move higher as Brent crude falls below $100 - LinkedIn,Sensex Today | Stock Market LIVE Updates: Nifty could move higher as Brent crude falls below $100  LinkedIn,GNews (LinkedIn),0.3312132000923157,0.30119421191220214
2026-05-24,SENSEX,"Indian Bank Share Price Today, Indian Bank Stock Price Live NSE/BSE Updates - The Economic Times","Indian Bank Share Price Today, Indian Bank Stock Price Live NSE/BSE Updates  The Economic Times",GNews (The Economic Times),0.1184,0.22313016014842982
2026-05-24,SENSEX,"Sensex and Nifty End Lower; Sensex Down 207 Points, Nifty Falls 45 Points - Newsonair","Sensex and Nifty End Lower; Sensex Down 207 Points, Nifty Falls 45 Points  Newsonair",GNews (Newsonair),-0.3845250253105163,0.22313016014842982
2026-05-23,SENSEX,"Weekly Wrap: NIFTY50 up 0.3%, SENSEX ended with gains this week; Grasim Industries, Wipro, among top gainers - Upstox","Weekly Wrap: NIFTY50 up 0.3%, SENSEX ended with gains this week; Grasim Industries, Wipro, among top gainers  Upstox",GNews (Upstox),0.7664870377159119,0.16529888822158656
2026-05-22,SENSEX,"BSE announces index reshuffle across Sensex 50, BSE 100 and Next 50 effective June 22 - CNBC TV18 - LinkedIn","BSE announces index reshuffle across Sensex 50, BSE 100 and Next 50 effective June 22 - CNBC TV18  LinkedIn",GNews (LinkedIn),0.19068000000000002,0.1224564282529819
2026-05-22,SENSEX,Sensex Today | Stock Market Live Updates: Nifty futures hint at a positive start as mkt aims to close week higher - LinkedIn,Sensex Today | Stock Market Live Updates: Nifty futures hint at a positive start as mkt aims to close week higher  LinkedIn,GNews (LinkedIn),0.8605934259414673,0.1224564282529819
2026-05-21,SENSEX,Mach Conferences And Events Receives Bse Approval To Launch Sme Ipo - India IPO,Mach Conferences And Events Receives Bse Approval To Launch Sme Ipo  India IPO,GNews (India IPO),0.19068000000000002,0.09071795328941251
2026-05-21,SENSEX,Sensex reshuffle announcement on Friday: Trent may give way to Hindalco or Shriram Finance - The Economic Times,Sensex reshuffle announcement on Friday: Trent may give way to Hindalco or Shriram Finance  The Economic Times,GNews (The Economic Times),0.0,0.09071795328941251
2026-05-21,SENSEX,Sensex Today | Stock Market LIVE Updates: GIFT Nifty hints at a 200-point gap-up; Brent Crude at $105 - LinkedIn,Sensex Today | Stock Market LIVE Updates: GIFT Nifty hints at a 200-point gap-up; Brent Crude at $105  LinkedIn,GNews (LinkedIn),0.6569313148498535,0.09071795328941251
2026-05-20,SENSEX,Stock markets rebound; Sensex climbs 117 points on fag-end buying - The Hindu,Stock markets rebound; Sensex climbs 117 points on fag-end buying  The Hindu,GNews (The Hindu),0.5416784763336181,0.06720551273974978
2026-05-20,SENSEX,"Sensex, Nifty down: Why is stock market falling today? - India Today","Sensex, Nifty down: Why is stock market falling today?  India Today",GNews (India Today),-0.3988204381179809,0.06720551273974978
2026-05-19,SENSEX,Stock markets succumb to late sell-off; Sensex falls 114 points - The Hindu,Stock markets succumb to late sell-off; Sensex falls 114 points  The Hindu,GNews (The Hindu),-0.5665581464767456,0.049787068367863944
2026-05-19,SENSEX,Keto Motors enters BSE with EV bus expansion plans - Manufacturing Today India,Keto Motors enters BSE with EV bus expansion plans  Manufacturing Today India,GNews (Manufacturing Today India),0.05,0.049787068367863944
